Text,Domain,Service,BLEU,METEOR,BERT-Precision,BERT-Recall,BERT-F1
agri_1,Agriculture,Google Translate,15.31935935246996,0.45260363343975196,0.9408828020095825,0.9420138001441956,0.941447913646698
agri_1,Agriculture,DeepL,12.996941641788256,0.44777785661227565,0.9435998797416687,0.9437075853347778,0.9436537623405457
agri_1,Agriculture,Yandex Translate,10.370322097206488,0.4280963786454566,0.9328248500823975,0.9299001693725586,0.9313601851463318
agri_1,Agriculture,Microsoft Translator,11.83525579053765,0.4157218442932728,0.938640296459198,0.9378369450569153,0.9382384419441223
agri_1,Agriculture,Reverso,15.32646775755666,0.47299973063052553,0.9358371496200562,0.9346473217010498,0.9352418184280396
agri_2,Agriculture,Google Translate,17.180616293778574,0.38629301885097234,0.9147781133651733,0.9150913953781128,0.9149346947669983
agri_2,Agriculture,DeepL,19.88808274614891,0.4416495202096198,0.9216427206993103,0.9199631214141846,0.920802116394043
agri_2,Agriculture,Yandex Translate,12.802554503522996,0.31052144251190106,0.9227791428565979,0.9204711318016052,0.921623706817627
agri_2,Agriculture,Microsoft Translator,20.253382672872164,0.4493801652892563,0.9178272485733032,0.9162103533744812,0.9170181155204773
agri_2,Agriculture,Reverso,16.398926025901364,0.34048080234159783,0.9083332419395447,0.9086893200874329,0.9085112810134888
fiction_1,Fiction,Google Translate,2.567562982197186,0.3319129446847689,0.9309671521186829,0.9316649436950684,0.9313159584999084
fiction_1,Fiction,DeepL,5.953369997084496,0.3498771523716699,0.9255677461624146,0.9253396391868591,0.9254536628723145
fiction_1,Fiction,Yandex Translate,7.734563412712431,0.39453125,0.9332621097564697,0.9341185688972473,0.9336901903152466
fiction_1,Fiction,Microsoft Translator,7.272533086345215,0.37196431932456775,0.9244444966316223,0.9245912432670593,0.9245178699493408
fiction_1,Fiction,Reverso,4.628133203356974,0.3493910565319947,0.9248676300048828,0.9224122762680054,0.9236382842063904
fiction_2,Fiction,Google Translate,20.079716752355857,0.6442825698275577,0.9599902033805847,0.9570907950401306,0.958538293838501
fiction_2,Fiction,DeepL,13.479144647950342,0.5449160543948113,0.9492051601409912,0.9476128816604614,0.9484083652496338
fiction_2,Fiction,Yandex Translate,8.072569843427083,0.34227860052035874,0.9389880895614624,0.9411030411720276,0.9400444030761719
fiction_2,Fiction,Microsoft Translator,8.45917718812675,0.49647962167575815,0.9436196088790894,0.9434766173362732,0.9435481429100037
fiction_2,Fiction,Reverso,5.621109553899874,0.2913236926842369,0.9322834014892578,0.937028169631958,0.9346497654914856
legal_1,Law,Google Translate,43.564527001192516,0.7141409755219703,0.9580423831939697,0.9592260718345642,0.9586338400840759
legal_1,Law,DeepL,25.31596469646863,0.5723443129146347,0.9299763441085815,0.9379239082336426,0.9339331984519958
legal_1,Law,Yandex Translate,26.303991039730327,0.6266790621408546,0.932447075843811,0.9262464642524719,0.929336428642273
legal_1,Law,Microsoft Translator,32.370065538154186,0.6678281523578052,0.9468159675598145,0.9477030038833618,0.9472593069076538
legal_1,Law,Reverso,15.76471414636925,0.5195340501792115,0.9184911847114563,0.9262876510620117,0.9223729968070984
legal_2,Law,Google Translate,60.649033852694245,0.8300562326519018,0.9631500840187073,0.9648005366325378,0.9639745950698853
legal_2,Law,DeepL,59.477404631665564,0.819091881415949,0.9627804756164551,0.9646713733673096,0.9637250304222107
legal_2,Law,Yandex Translate,53.066953354618704,0.7958138565647683,0.9603420495986938,0.961367130279541,0.9608542919158936
legal_2,Law,Microsoft Translator,53.18616406246185,0.8114610673665791,0.9646413326263428,0.966363787651062,0.9655017852783203
legal_2,Law,Reverso,27.272982783353783,0.5206648994919372,0.9355535507202148,0.937752902507782,0.9366519451141357
long_news_1,News (long-form),Google Translate,17.076634787335504,0.4297796939218114,0.9228807091712952,0.9229087829589844,0.9228947758674622
long_news_1,News (long-form),DeepL,14.60148349318185,0.41076545231737993,0.9213526248931885,0.9200210571289062,0.9206863641738892
